adsh,cik,name,sic,countryba,stprba,cityba,zipba,bas1,bas2,baph,countryma,stprma,cityma,zipma,mas1,mas2,countryinc,stprinc,ein,former,changed,afs,wksi,fye,form,period,fy,fp,filed,accepted,prevrpt,detail,instance,nciks,aciks,SIC Code,Office,Industry Title,filing_url
0001493152-23-009208,1321828,DATA CALL TECHNOLOGIES,7389.0,US,TX,FRIENDSWOOD,77546,700 SOUTH FRIENDSWOOD DRIVE,SUITE E,866-219-2025,US,TX,FRIENDSWOOD,77546,700 SOUTH FRIENDSWOOD DRIVE,SUITE E,US,CA,300062823.0,,,4-NON,0,1231.0,10-K,20221231.0,2022.0,FY,20230328,2023-03-28 09:01:00.0,0,1,form10-k_htm.xml,1,,7389,Office of Trade & Services,"SERVICES-BUSINESS SERVICES, NEC",https://www.sec.gov/Archives/edgar/data/1321828/000149315223009208/0001493152-23-009208.txt
0000950170-23-009716,849145,HERITAGE GLOBAL INC.,7389.0,US,CA,SAN DIEGO,92130,12625 HIGH BLUFF DRIVE,SUITE 305,858-847-0655,US,CA,SAN DIEGO,92130,12625 HIGH BLUFF DRIVE,SUITE 305,US,FL,592291344.0,COUNSEL RB CAPITAL INC.,20110121.0,4-NON,0,1231.0,10-K,20221231.0,2022.0,FY,20230324,2023-03-24 16:01:00.0,0,1,hgbl-20221231_htm.xml,1,,7389,Office of Trade & Services,"SERVICES-BUSINESS SERVICES, NEC",https://www.sec.gov/Archives/edgar/data/849145/000095017023009716/0000950170-23-009716.txt
0000950170-23-009502,1841800,"NOGIN, INC.",7389.0,US,CA,TUSTIN,92782,"1775 FLIGHT WAY, STE 400",,949-864-8136,US,CA,TUSTIN,92782,"1775 FLIGHT WAY, STE 400",,,,853087759.0,SOFTWARE ACQUISITION GROUP INC. III,20210122.0,4-NON,0,1231.0,10-K,20221231.0,2022.0,FY,20230323,2023-03-23 16:18:00.0,0,1,nogn-20221231_htm.xml,1,,7389,Office of Trade & Services,"SERVICES-BUSINESS SERVICES, NEC",https://www.sec.gov/Archives/edgar/data/1841800/000095017023009502/0000950170-23-009502.txt
0001213900-23-022476,1355839,"PALTALK, INC.",7389.0,US,NY,JERICHO,11753,30 JERICHO EXECUTIVE PLAZA,SUITE 400E,(212) 594-5050,US,NY,JERICHO,11753,30 JERICHO EXECUTIVE PLAZA,SUITE 400E,US,DE,203191847.0,"PEERSTREAM, INC.",20180312.0,4-NON,0,1231.0,10-K,20221231.0,2022.0,FY,20230323,2023-03-23 17:01:00.0,0,1,f10k2022_paltalkinc_htm.xml,1,,7389,Office of Trade & Services,"SERVICES-BUSINESS SERVICES, NEC",https://www.sec.gov/Archives/edgar/data/1355839/000121390023022476/0001213900-23-022476.txt
0001607062-23-000144,1817511,SOCIETY PASS INCORPORATED.,7389.0,US,CA,NEWPORT COAST,92657,30 GONDOLIERS BLUFF,,9493009898,US,CA,NEWPORT COAST,92657,30 GONDOLIERS BLUFF,,US,NV,831019155.0,,,4-NON,0,1231.0,10-K,20221231.0,2022.0,FY,20230323,2023-03-22 19:57:00.0,0,1,sopa123122form10k_htm.xml,1,,7389,Office of Trade & Services,"SERVICES-BUSINESS SERVICES, NEC",https://www.sec.gov/Archives/edgar/data/1817511/000160706223000144/0001607062-23-000144.txt
0001653558-23-000030,1653558,"PRIORITY TECHNOLOGY HOLDINGS, INC.",7389.0,US,GA,ALPHARETTA,30004,2001 WESTSIDE PARKWAY,SUITE 155,800-935-5961,US,GA,ALPHARETTA,30004,2001 WESTSIDE PARKWAY,SUITE 155,US,DE,474257046.0,"M I ACQUISITIONS, INC.",20150918.0,4-NON,0,1231.0,10-K,20221231.0,2022.0,FY,20230323,2023-03-23 08:49:00.0,0,1,prth-20221231_htm.xml,1,,7389,Office of Trade & Services,"SERVICES-BUSINESS SERVICES, NEC",https://www.sec.gov/Archives/edgar/data/1653558/000165355823000030/0001653558-23-000030.txt
0001493152-23-008441,1862935,INFINT ACQUISITION CORP,7389.0,US,NY,NEW YORK,10004,"32 BROADWAY, SUITE 401",,917-519-3948,US,NY,NEW YORK,10004,"32 BROADWAY, SUITE 401",,KY,,0.0,,,4-NON,0,1231.0,10-K,20221231.0,2022.0,FY,20230322,2023-03-21 19:05:00.0,0,1,form10-k_htm.xml,1,,7389,Office of Trade & Services,"SERVICES-BUSINESS SERVICES, NEC",https://www.sec.gov/Archives/edgar/data/1862935/000149315223008441/0001493152-23-008441.txt
0001683168-23-001661,1496443,"PAYSIGN, INC.",7389.0,US,NV,HENDERSON,89052,2615 ST. ROSE PARKWAY,,702-453-2221,US,NV,HENDERSON,89052,2615 ST. ROSE PARKWAY,,US,NV,954550154.0,"3PEA INTERNATIONAL, INC.",20100713.0,4-NON,0,1231.0,10-K,20221231.0,2022.0,FY,20230322,2023-03-22 07:51:00.0,0,1,paysign_i10k-123122_htm.xml,1,,7389,Office of Trade & Services,"SERVICES-BUSINESS SERVICES, NEC",https://www.sec.gov/Archives/edgar/data/1496443/000168316823001661/0001683168-23-001661.txt
0001493152-23-008326,1515139,"METAWORKS PLATFORMS, INC.",7389.0,US,CA,FAIRFIELD,94534,3250 OAKLAND HILLS COURT,,424-570-9446,US,CA,FAIRFIELD,94534,3250 OAKLAND HILLS COURT,,US,NV,273098487.0,CURRENCYWORKS INC.,20190905.0,4-NON,0,1231.0,10-K,20221231.0,2022.0,FY,20230321,2023-03-21 09:01:00.0,0,1,form10-k_htm.xml,1,,7389,Office of Trade & Services,"SERVICES-BUSINESS SERVICES, NEC",https://www.sec.gov/Archives/edgar/data/1515139/000149315223008326/0001493152-23-008326.txt
0000950170-23-008494,1657573,"XOMETRY, INC.",7389.0,US,MD,NORTH BETHESDA,20852,"6116 EXECUTIVE BOULEVARD, SUITE 800",,240-335-7914,US,MD,NORTH BETHESDA,20852,"6116 EXECUTIVE BOULEVARD, SUITE 800",,US,MD,320415449.0,,,1-LAF,1,1231.0,10-K,20221231.0,2022.0,FY,20230316,2023-03-16 16:31:00.0,0,1,xmtr-20221231_htm.xml,1,,7389,Office of Trade & Services,"SERVICES-BUSINESS SERVICES, NEC",https://www.sec.gov/Archives/edgar/data/1657573/000095017023008494/0000950170-23-008494.txt
0000950170-23-008103,1579214,"EMERALD HOLDING, INC.",7389.0,US,CA,SAN JUAN CAPISTRANO,92675,31910 DEL OBISPO STREET,SUITE 200,949-226-5700,US,CA,SAN JUAN CAPISTRANO,92675,31910 DEL OBISPO STREET,SUITE 200,US,DE,421775077.0,"EMERALD EXPOSITIONS EVENTS, INC.",20170330.0,2-ACC,0,1231.0,10-K,20221231.0,2022.0,FY,20230315,2023-03-15 15:25:00.0,0,1,eex-20221231_htm.xml,1,,7389,Office of Trade & Services,"SERVICES-BUSINESS SERVICES, NEC",https://www.sec.gov/Archives/edgar/data/1579214/000095017023008103/0000950170-23-008103.txt
0001683695-23-000022,1683695,"INTERNATIONAL MONEY EXPRESS, INC.",7389.0,US,FL,MIAMI,33156,9480 S. DIXIE HIGHWAY,,3056718000,US,FL,MIAMI,33156,9480 S. DIXIE HIGHWAY,,US,DE,474219082.0,FINTECH ACQUISITION CORP. II,20160901.0,2-ACC,0,1231.0,10-K,20221231.0,2022.0,FY,20230315,2023-03-15 17:28:00.0,0,1,imxi-20221231_htm.xml,1,,7389,Office of Trade & Services,"SERVICES-BUSINESS SERVICES, NEC",https://www.sec.gov/Archives/edgar/data/1683695/000168369523000022/0001683695-23-000022.txt
0001095315-23-000016,1095315,PFSWEB INC,7389.0,US,TX,IRVING,75063,"9250 N. ROYAL LANE, SUITE 100",,972-881-2900,US,TX,IRVING,75063,"9250 N. ROYAL LANE, SUITE 100",,US,DE,752837058.0,,,2-ACC,0,1231.0,10-K,20221231.0,2022.0,FY,20230314,2023-03-14 16:01:00.0,0,1,pfsw-20221231_htm.xml,1,,7389,Office of Trade & Services,"SERVICES-BUSINESS SERVICES, NEC",https://www.sec.gov/Archives/edgar/data/1095315/000109531523000016/0001095315-23-000016.txt
0001410578-23-000254,1898496,"GETTY IMAGES HOLDINGS, INC.",7389.0,US,WA,SEATTLE,98104,605 5TH AVENUE S.,SUITE 400,(206) 925-5000,US,WA,SEATTLE,98104,605 5TH AVENUE S.,SUITE 400,US,DE,0.0,"VECTOR HOLDING, LLC",20211210.0,4-NON,0,1231.0,10-K,20221231.0,2022.0,FY,20230314,2023-03-13 17:41:00.0,0,1,gety-20221231x10k_htm.xml,1,,7389,Office of Trade & Services,"SERVICES-BUSINESS SERVICES, NEC",https://www.sec.gov/Archives/edgar/data/1898496/000141057823000254/0001410578-23-000254.txt
0000950170-23-007149,1580560,FLYWIRE CORP,7389.0,US,MA,BOSTON,02111,"141 TREMONT STREET, SUITE 10",,617-329-4524,US,MA,BOSTON,02111,"141 TREMONT STREET, SUITE 10",,US,DE,270690799.0,PEERTRANSFER CORP,20130701.0,1-LAF,1,1231.0,10-K,20221231.0,2022.0,FY,20230310,2023-03-10 08:48:00.0,0,1,flyw-20221231_htm.xml,1,,7389,Office of Trade & Services,"SERVICES-BUSINESS SERVICES, NEC",https://www.sec.gov/Archives/edgar/data/1580560/000095017023007149/0000950170-23-007149.txt
0001213900-23-019233,1448431,OPTIMIZERX CORP,7389.0,US,MI,ROCHESTER,48307,"400 WATER ST., STE. 200",,248-651-6558,US,MI,ROCHESTER,48307,"400 WATER ST., STE. 200",,US,NV,261265381.0,,,4-NON,0,1231.0,10-K,20221231.0,2022.0,FY,20230310,2023-03-10 16:56:00.0,0,1,f10k2022_optimizerx_htm.xml,1,,7389,Office of Trade & Services,"SERVICES-BUSINESS SERVICES, NEC",https://www.sec.gov/Archives/edgar/data/1448431/000121390023019233/0001213900-23-019233.txt
0001558370-23-003430,1651561,"TABULA RASA HEALTHCARE, INC.",7389.0,US,NJ,MOORESTOWN,08057,228 STRAWBRIDGE DRIVE,SUITE 100,866-648-2767,US,NJ,MOORESTOWN,08057,228 STRAWBRIDGE DRIVE,SUITE 100,US,DE,465726437.0,,,4-NON,1,1231.0,10-K,20221231.0,2022.0,FY,20230310,2023-03-10 13:31:00.0,0,1,trhc-20221231x10k_htm.xml,1,,7389,Office of Trade & Services,"SERVICES-BUSINESS SERVICES, NEC",https://www.sec.gov/Archives/edgar/data/1651561/000155837023003430/0001558370-23-003430.txt
0001859285-23-000034,1859285,HIRERIGHT HOLDINGS CORP,7389.0,US,TN,NASHVILLE,37214,100 CENTERVIEW DRIVE,SUITE 300,615-320-9800,US,TN,NASHVILLE,37214,100 CENTERVIEW DRIVE,SUITE 300,US,DE,831092072.0,"HIRERIGHT GIS GROUP HOLDINGS, LLC",20210427.0,2-ACC,0,1231.0,10-K,20221231.0,2022.0,FY,20230310,2023-03-09 18:21:00.0,0,1,hrt-20221231_htm.xml,1,,7389,Office of Trade & Services,"SERVICES-BUSINESS SERVICES, NEC",https://www.sec.gov/Archives/edgar/data/1859285/000185928523000034/0001859285-23-000034.txt
0001437749-23-005665,1054721,BSQUARE CORP /WA,7389.0,US,WA,BELLEVUE,98004,"110    110TH AVENUE NE, SUITE 300",,4255195900,US,WA,BELLEVUE,98004,"110    110TH AVENUE NE, SUITE 300",,US,WA,911650880.0,,,4-NON,0,1231.0,10-K,20221231.0,2022.0,FY,20230307,2023-03-07 16:09:00.0,0,1,bsqr20221231_10k_htm.xml,1,,7389,Office of Trade & Services,"SERVICES-BUSINESS SERVICES, NEC",https://www.sec.gov/Archives/edgar/data/1054721/000143774923005665/0001437749-23-005665.txt
0000950170-23-005995,1841156,"PAYMENTUS HOLDINGS, INC.",7389.0,US,NC,CHARLOTTE,28277,11605 N. COMMUNITY HOUSE ROAD,SUITE 300,(888) 440-4826,US,NC,CHARLOTTE,28277,11605 N. COMMUNITY HOUSE ROAD,SUITE 300,US,DE,0.0,,,2-ACC,0,1231.0,10-K,20221231.0,2022.0,FY,20230303,2023-03-03 16:09:00.0,0,1,pay-20221231_htm.xml,1,,7389,Office of Trade & Services,"SERVICES-BUSINESS SERVICES, NEC",https://www.sec.gov/Archives/edgar/data/1841156/000095017023005995/0000950170-23-005995.txt
0001558370-23-002713,1479681,"NUTEX HEALTH, INC.",7389.0,US,FL,FORT LAUDERDALE,33304,2455 EAST SUNRISE BLVD.,SUITE 1204,(954) 449-4703,US,FL,FORT LAUDERDALE,33304,2455 EAST SUNRISE BLVD.,SUITE 1204,US,DE,113363609.0,"CLINIGENCE HOLDINGS, INC.",20191113.0,1-LAF,0,1231.0,10-K,20221231.0,2022.0,FY,20230303,2023-03-02 17:49:00.0,0,1,nutx-20221231x10k_htm.xml,1,,7389,Office of Trade & Services,"SERVICES-BUSINESS SERVICES, NEC",https://www.sec.gov/Archives/edgar/data/1479681/000155837023002713/0001558370-23-002713.txt
0001158172-23-000013,1158172,"COMSCORE, INC.",7389.0,US,VA,RESTON,20190,11950 DEMOCRACY DRIVE,SUITE 600,703-438-2000,US,VA,RESTON,20190,11950 DEMOCRACY DRIVE,SUITE 600,US,DE,541955550.0,COMSCORE NETWORKS INC,20010827.0,2-ACC,0,1231.0,10-K,20221231.0,2022.0,FY,20230302,2023-03-01 20:05:00.0,0,1,scor-20221231_htm.xml,1,,7389,Office of Trade & Services,"SERVICES-BUSINESS SERVICES, NEC",https://www.sec.gov/Archives/edgar/data/1158172/000115817223000013/0001158172-23-000013.txt
0000950170-23-005445,1637873,ACV AUCTIONS INC.,7389.0,US,NY,BUFFALO,14203,640 ELLICOTT STREET,,585-317-0406,US,NY,BUFFALO,14203,640 ELLICOTT STREET,,US,DE,472415221.0,,,1-LAF,0,1231.0,10-K,20221231.0,2022.0,FY,20230301,2023-03-01 14:22:00.0,0,1,acva-20221231_htm.xml,1,,7389,Office of Trade & Services,"SERVICES-BUSINESS SERVICES, NEC",https://www.sec.gov/Archives/edgar/data/1637873/000095017023005445/0000950170-23-005445.txt
0000950170-23-005480,1809104,"ALIGHT, INC. / DELAWARE",7389.0,US,IL,LINCOLNSHIRE,60069,4 OVERLOOK POINT,,(702) 323-7330,US,IL,LINCOLNSHIRE,60069,4 OVERLOOK POINT,,US,DE,850545098.0,"ALIGHT GROUP, INC.",20210707.0,1-LAF,0,1231.0,10-K,20221231.0,2022.0,FY,20230301,2023-03-01 15:27:00.0,0,1,alit-20221231_htm.xml,1,,7389,Office of Trade & Services,"SERVICES-BUSINESS SERVICES, NEC",https://www.sec.gov/Archives/edgar/data/1809104/000095017023005480/0000950170-23-005480.txt
0000950170-23-005522,1776661,ADVANTAGE SOLUTIONS INC.,7389.0,US,CA,IRVINE,92618,15310 BARRANCA PARKWAY,SUITE 100,212-429-2211,US,CA,IRVINE,92618,15310 BARRANCA PARKWAY,SUITE 100,US,DE,0.0,CONYERS PARK II ACQUISITION CORP.,20190513.0,1-LAF,0,1231.0,10-K,20221231.0,2022.0,FY,20230301,2023-03-01 16:09:00.0,0,1,adv-20221231_htm.xml,1,,7389,Office of Trade & Services,"SERVICES-BUSINESS SERVICES, NEC",https://www.sec.gov/Archives/edgar/data/1776661/000095017023005522/0000950170-23-005522.txt
0000950170-23-005561,1720592,REPAY HOLDINGS CORP,7389.0,US,GA,ATLANTA,30305,3 WEST PACES FERRY ROAD,SUITE 200,(404) 504-7474,US,GA,ATLANTA,30305,3 WEST PACES FERRY ROAD,SUITE 200,KY,,0.0,THUNDER BRIDGE ACQUISITION LTD,20171024.0,1-LAF,1,1231.0,10-K,20221231.0,2022.0,FY,20230301,2023-03-01 16:25:00.0,0,1,rpay-20221231_htm.xml,1,,7389,Office of Trade & Services,"SERVICES-BUSINESS SERVICES, NEC",https://www.sec.gov/Archives/edgar/data/1720592/000095017023005561/0000950170-23-005561.txt
0001635282-23-000054,1635282,"RIMINI STREET, INC.",7389.0,US,NV,LAS VEGAS,89169,3993 HOWARD HUGHES PARKWAY,SUITE 500,(702) 839-9671,US,NV,LAS VEGAS,89169,3993 HOWARD HUGHES PARKWAY,SUITE 500,US,DE,364880301.0,GP INVESTMENTS ACQUISITION CORP.,20150227.0,2-ACC,0,1231.0,10-K,20221231.0,2022.0,FY,20230301,2023-03-01 16:12:00.0,0,1,rmni-20221231_htm.xml,1,,7389,Office of Trade & Services,"SERVICES-BUSINESS SERVICES, NEC",https://www.sec.gov/Archives/edgar/data/1635282/000163528223000054/0001635282-23-000054.txt
0001793229-23-000013,1793229,MULTIPLAN CORP,7389.0,US,NY,NEW YORK,10003,115 FIFTH AVENUE,,(212) 780-2000,US,NY,NEW YORK,10003,115 FIFTH AVENUE,,US,DE,843536151.0,CHURCHILL CAPITAL CORP III,20200127.0,1-LAF,0,1231.0,10-K,20221231.0,2022.0,FY,20230301,2023-03-01 07:31:00.0,0,1,mpln-20221231_htm.xml,1,,7389,Office of Trade & Services,"SERVICES-BUSINESS SERVICES, NEC",https://www.sec.gov/Archives/edgar/data/1793229/000179322923000013/0001793229-23-000013.txt
0001794669-23-000006,1794669,"SHIFT4 PAYMENTS, INC.",7389.0,US,PA,ALLENTOWN,18109,2202 NORTH IRVING STREET,,888.276.2108 X1220,US,PA,ALLENTOWN,18109,2202 NORTH IRVING STREET,,US,DE,0.0,,,1-LAF,1,1231.0,10-K,20221231.0,2022.0,FY,20230301,2023-03-01 07:03:00.0,0,1,four-20221231_htm.xml,1,,7389,Office of Trade & Services,"SERVICES-BUSINESS SERVICES, NEC",https://www.sec.gov/Archives/edgar/data/1794669/000179466923000006/0001794669-23-000006.txt
0000708781-23-000012,708781,CASS INFORMATION SYSTEMS INC,7389.0,US,MO,ST. LOUIS,63131,12444 POWERSCOURT DRIVE,,314-506-5500,US,MO,ST. LOUIS,63131,12444 POWERSCOURT DRIVE,,US,MO,431265338.0,CASS COMMERCIAL CORP,19950518.0,2-ACC,0,1231.0,10-K,20221231.0,2022.0,FY,20230228,2023-02-28 12:25:00.0,0,1,cass-20221231_htm.xml,1,,7389,Office of Trade & Services,"SERVICES-BUSINESS SERVICES, NEC",https://www.sec.gov/Archives/edgar/data/708781/000070878123000012/0000708781-23-000012.txt
0000950170-23-005110,1210677,FIRST ADVANTAGE CORP,7389.0,US,GA,ATLANTA,30328,"1 CONCOURSE PARKWAY NE, SUITE 200","ATTN: BRET T. JARDINE, ESQ.",888-314-9761,US,GA,ATLANTA,30328,"1 CONCOURSE PARKWAY NE, SUITE 200","ATTN: BRET T. JARDINE, ESQ.",,,843884690.0,,,1-LAF,1,1231.0,10-K,20221231.0,2022.0,FY,20230228,2023-02-28 16:18:00.0,0,1,fa-20221231_htm.xml,1,,7389,Office of Trade & Services,"SERVICES-BUSINESS SERVICES, NEC",https://www.sec.gov/Archives/edgar/data/1210677/000095017023005110/0000950170-23-005110.txt
0000950170-23-005163,884219,VIAD CORP,7389.0,US,AZ,SCOTTSDALE,85251,7000 E. 1ST AVENUE,,(602) 207-1000,US,AZ,SCOTTSDALE,85251,7000 E. 1ST AVENUE,,US,DE,361169950.0,DIAL CORP /DE/,19930823.0,2-ACC,1,1231.0,10-K,20221231.0,2022.0,FY,20230228,2023-02-28 16:41:00.0,0,1,vvi-20221231_htm.xml,1,,7389,Office of Trade & Services,"SERVICES-BUSINESS SERVICES, NEC",https://www.sec.gov/Archives/edgar/data/884219/000095017023005163/0000950170-23-005163.txt
0001086222-23-000078,1086222,AKAMAI TECHNOLOGIES INC,7389.0,US,MA,CAMBRIDGE,02142,145 BROADWAY,,6174443000,US,MA,CAMBRIDGE,02142,145 BROADWAY,,US,DE,43432319.0,,,1-LAF,1,1231.0,10-K,20221231.0,2022.0,FY,20230228,2023-02-28 16:10:00.0,0,1,akam-20221231_htm.xml,1,,7389,Office of Trade & Services,"SERVICES-BUSINESS SERVICES, NEC",https://www.sec.gov/Archives/edgar/data/1086222/000108622223000078/0001086222-23-000078.txt
0001101215-23-000049,1101215,"BREAD FINANCIAL HOLDINGS, INC.",7389.0,US,OH,COLUMBUS,43219,3095 LOYALTY CIRCLE,,6147294000,US,OH,COLUMBUS,43219,3095 LOYALTY CIRCLE,,US,DE,311429215.0,ALLIANCE DATA SYSTEMS CORP,19991217.0,1-LAF,1,1231.0,10-K,20221231.0,2022.0,FY,20230228,2023-02-28 16:40:00.0,0,1,bfh-20221231_htm.xml,1,,7389,Office of Trade & Services,"SERVICES-BUSINESS SERVICES, NEC",https://www.sec.gov/Archives/edgar/data/1101215/000110121523000049/0001101215-23-000049.txt
0001309108-23-000022,1309108,WEX INC.,7389.0,US,ME,SOUTH PORTLAND,04106,97 DARLING AVENUE,,(207) 773-8171,US,ME,SOUTH PORTLAND,04106,97 DARLING AVENUE,,US,DE,10526993.0,WRIGHT EXPRESS CORP,20041118.0,1-LAF,1,1231.0,10-K,20221231.0,2022.0,FY,20230228,2023-02-28 16:09:00.0,0,1,wex-20221231_htm.xml,1,,7389,Office of Trade & Services,"SERVICES-BUSINESS SERVICES, NEC",https://www.sec.gov/Archives/edgar/data/1309108/000130910823000022/0001309108-23-000022.txt
0001337619-23-000012,1337619,"ENVESTNET, INC.",7389.0,US,PA,BERWYN,19312,1000 CHESTERBROOK BOULEVARD,SUITE 250,312-827-2800,US,PA,BERWYN,19312,1000 CHESTERBROOK BOULEVARD,SUITE 250,US,DE,201409613.0,ENVESTNET ASSET MANAGEMENT GROUP INC,20050831.0,1-LAF,1,1231.0,10-K,20221231.0,2022.0,FY,20230228,2023-02-28 16:34:00.0,0,1,env-20221231_htm.xml,1,,7389,Office of Trade & Services,"SERVICES-BUSINESS SERVICES, NEC",https://www.sec.gov/Archives/edgar/data/1337619/000133761923000012/0001337619-23-000012.txt
0001558370-23-002357,1845815,PAYONEER GLOBAL INC.,7389.0,US,NY,NEW YORK,10001,150 W 30TH STREET,,212-600-9272,US,NY,NEW YORK,10001,150 W 30TH STREET,,US,DE,861778671.0,"NEW STARSHIP PARENT, INC.",20210211.0,1-LAF,0,1231.0,10-K,20221231.0,2022.0,FY,20230228,2023-02-28 16:19:00.0,0,1,payo-20221231x10k_htm.xml,1,,7389,Office of Trade & Services,"SERVICES-BUSINESS SERVICES, NEC",https://www.sec.gov/Archives/edgar/data/1845815/000155837023002357/0001558370-23-002357.txt
0001628280-23-005444,1175454,FLEETCOR TECHNOLOGIES INC,7389.0,US,GA,ATLANTA,30305,3280 PEACHTREE ROAD,SUITE 2400,800-877-9019,US,GA,ATLANTA,30305,3280 PEACHTREE ROAD,SUITE 2400,US,DE,0.0,,,1-LAF,1,1231.0,10-K,20221231.0,2022.0,FY,20230228,2023-02-28 13:36:00.0,0,1,flt-20221231_htm.xml,1,,7389,Office of Trade & Services,"SERVICES-BUSINESS SERVICES, NEC",https://www.sec.gov/Archives/edgar/data/1175454/000162828023005444/0001628280-23-005444.txt
0001662991-23-000009,1662991,SEZZLE INC.,7389.0,US,MN,MINNEAPOLIS,55401,251 1ST AVENUE N,SUITE 200,651-235-6009,US,MN,MINNEAPOLIS,55401,251 1ST AVENUE N,SUITE 200,US,DE,810971660.0,,,4-NON,0,1231.0,10-K,20221231.0,2022.0,FY,20230228,2023-02-28 14:32:00.0,0,1,szl-20221231_htm.xml,1,,7389,Office of Trade & Services,"SERVICES-BUSINESS SERVICES, NEC",https://www.sec.gov/Archives/edgar/data/1662991/000166299123000009/0001662991-23-000009.txt
0001782170-23-000010,1782170,"REMITLY GLOBAL, INC.",7389.0,US,WA,SEATTLE,98101,"REMITLY GLOBAL, INC.","1111 3RD AVE., 21ST FLOOR",206-535-6152,US,WA,SEATTLE,98101,"REMITLY GLOBAL, INC.","1111 3RD AVE., 21ST FLOOR",US,DE,832301143.0,,,1-LAF,1,1231.0,10-K,20221231.0,2022.0,FY,20230228,2023-02-28 16:26:00.0,0,1,rely-20221231_htm.xml,1,,7389,Office of Trade & Services,"SERVICES-BUSINESS SERVICES, NEC",https://www.sec.gov/Archives/edgar/data/1782170/000178217023000010/0001782170-23-000010.txt
0001136893-23-000028,1136893,"FIDELITY NATIONAL INFORMATION SERVICES, INC.",7389.0,US,FL,JACKSONVILLE,32202,347 RIVERSIDE AVENUE,,407-551-8315,US,FL,JACKSONVILLE,32202,347 RIVERSIDE AVENUE,,,,371490331.0,CERTEGY INC,20010607.0,1-LAF,1,1231.0,10-K,20221231.0,2022.0,FY,20230227,2023-02-27 16:38:00.0,0,1,fis-20221231_htm.xml,1,,7389,Office of Trade & Services,"SERVICES-BUSINESS SERVICES, NEC",https://www.sec.gov/Archives/edgar/data/1136893/000113689323000028/0001136893-23-000028.txt
0001628280-23-005131,1792789,"DOORDASH, INC.",7389.0,US,CA,SAN FRANCISCO,94107,303 2ND STREET,"SOUTH TOWER, 8TH FLOOR",650-487-3970,US,CA,SAN FRANCISCO,94107,303 2ND STREET,"SOUTH TOWER, 8TH FLOOR",US,DE,462852392.0,DOORDASH INC,20191030.0,1-LAF,1,1231.0,10-K,20221231.0,2022.0,FY,20230227,2023-02-24 21:46:00.0,0,1,dash-20221231_htm.xml,1,,7389,Office of Trade & Services,"SERVICES-BUSINESS SERVICES, NEC",https://www.sec.gov/Archives/edgar/data/1792789/000162828023005131/0001628280-23-005131.txt
0001759509-23-000028,1759509,"LYFT, INC.",7389.0,US,CA,SAN FRANCISCO,94107,"185 BERRY STREET, SUITE 5000",,844-250-2773,US,CA,SAN FRANCISCO,94107,"185 BERRY STREET, SUITE 5000",,US,DE,208809830.0,,,1-LAF,1,1231.0,10-K,20221231.0,2022.0,FY,20230227,2023-02-27 16:23:00.0,0,1,lyft-20221231_htm.xml,1,,7389,Office of Trade & Services,"SERVICES-BUSINESS SERVICES, NEC",https://www.sec.gov/Archives/edgar/data/1759509/000175950923000028/0001759509-23-000028.txt
0001099590-23-000007,1099590,MERCADOLIBRE INC,7389.0,UY,,MONTEVIDEO,11300,DR. LUIS BONAVITA 1294 OF. 1733 TOWER II,,598-2-2927-2770,UY,,MONTEVIDEO,11300,DR. LUIS BONAVITA 1294 OF. 1733 TOWER II,,,,980212790.0,MERCADOLIBRE INC.,20211028.0,1-LAF,1,1231.0,10-K,20221231.0,2022.0,FY,20230224,2023-02-24 16:02:00.0,0,1,meli-20221231_htm.xml,1,,7389,Office of Trade & Services,"SERVICES-BUSINESS SERVICES, NEC",https://www.sec.gov/Archives/edgar/data/1099590/000109959023000007/0001099590-23-000007.txt
0001273931-23-000039,1273931,MONEYGRAM INTERNATIONAL INC,7389.0,US,TX,DALLAS,75201,"2828 N. HARWOOD STREET, 15TH FLOOR",,2149997640,US,TX,DALLAS,75201,"2828 N. HARWOOD STREET, 15TH FLOOR",,US,DE,161690064.0,,,1-LAF,0,1231.0,10-K,20221231.0,2022.0,FY,20230224,2023-02-24 16:59:00.0,0,1,mgi-20221231_htm.xml,1,,7389,Office of Trade & Services,"SERVICES-BUSINESS SERVICES, NEC",https://www.sec.gov/Archives/edgar/data/1273931/000127393123000039/0001273931-23-000039.txt
0001431695-23-000011,1431695,OLO INC.,7389.0,US,NY,NEW YORK,10013,99 HUDSON STREET,10TH FLOOR,212-260-0895,US,NY,NEW YORK,10013,99 HUDSON STREET,10TH FLOOR,US,DE,0.0,"MOBO SYSTEMS, INC",20141017.0,1-LAF,1,1231.0,10-K,20221231.0,2022.0,FY,20230224,2023-02-24 16:30:00.0,0,1,olo-20221231_htm.xml,1,,7389,Office of Trade & Services,"SERVICES-BUSINESS SERVICES, NEC",https://www.sec.gov/Archives/edgar/data/1431695/000143169523000011/0001431695-23-000011.txt
